Age,VIP,HomePlanet,Cabin,Transported
28,FALSE,Mars,F/508/P,TRUE
27,FALSE,Mars,E/146/P,FALSE
7,FALSE,Mars,F/508/P,TRUE
16,FALSE,Europa,G/395/S,FALSE
42,FALSE,Earth,F/470/S,FALSE
27,FALSE,Mars,E/147/P,TRUE
19,FALSE,Earth,F/510/P,FALSE
42,FALSE,Mars,F/471/S,FALSE
13,FALSE,Earth,G/399/P,FALSE
16,FALSE,Earth,G/400/P,TRUE
21,FALSE,Earth,F/511/P,TRUE
28,FALSE,Earth,G/402/P,TRUE
69,FALSE,Europa,G/396/S,FALSE
15,FALSE,Earth,G/397/S,FALSE
48,FALSE,Earth,E/171/S,FALSE
42,FALSE,Earth,F/472/S,FALSE
42,FALSE,Mars,D/83/S,FALSE
23,FALSE,Earth,G/398/S,FALSE
26,FALSE,Earth,G/398/S,FALSE
45,FALSE,Earth,G/403/P,FALSE
30,FALSE,Earth,E/173/S,FALSE
36,FALSE,Mars,F/475/S,TRUE
24,FALSE,Europa,C/85/P,FALSE
35,FALSE,Earth,F/512/P,FALSE
21,FALSE,Europa,C/86/P,TRUE
50,FALSE,Europa,C/86/P,TRUE
52,FALSE,Earth,G/404/P,FALSE
21,FALSE,Earth,"",FALSE
41,FALSE,Earth,F/476/S,FALSE
35,FALSE,Earth,F/477/S,FALSE
26,FALSE,Earth,F/513/P,FALSE
17,FALSE,Earth,F/513/P,FALSE
69,FALSE,Mars,D/85/S,FALSE
27,FALSE,Europa,B/72/P,TRUE
25,FALSE,Earth,G/401/S,FALSE
27,FALSE,Mars,F/480/S,TRUE
25,FALSE,Earth,F/481/S,FALSE
36,FALSE,Earth,"",FALSE
14,FALSE,Earth,E/176/S,FALSE
27,FALSE,Europa,C/89/S,TRUE
22,FALSE,Earth,G/403/S,FALSE
24,FALSE,Earth,G/404/S,FALSE
2,FALSE,Mars,F/516/P,FALSE
4,FALSE,Mars,F/516/P,TRUE
19,FALSE,Earth,E/149/P,FALSE
19,FALSE,Earth,E/149/P,FALSE
38,FALSE,Earth,A/19/P,FALSE
39,FALSE,Europa,A/19/P,TRUE
23,FALSE,Europa,A/19/P,FALSE
57,FALSE,Europa,D/86/S,TRUE
18,FALSE,Europa,D/86/S,TRUE
43,FALSE,Earth,F/483/S,FALSE
28,FALSE,Mars,F/517/P,TRUE
33,FALSE,Europa,C/91/S,FALSE
37,FALSE,Europa,C/91/S,TRUE
28,FALSE,Earth,"",FALSE
28,TRUE,Europa,B/96/S,FALSE
18,FALSE,Europa,B/96/S,TRUE
29,FALSE,Earth,G/406/P,FALSE
29,FALSE,Europa,C/87/P,TRUE
28,FALSE,Europa,C/87/P,TRUE
24,FALSE,Earth,F/485/S,TRUE
59,FALSE,Europa,C/88/P,FALSE
43,FALSE,Mars,E/151/P,FALSE
20,FALSE,Mars,F/520/P,TRUE
23,FALSE,Europa,B/73/P,TRUE
27,FALSE,Europa,D/74/P,TRUE
38,FALSE,Europa,B/74/P,TRUE
38,FALSE,Earth,G/405/S,TRUE
48,FALSE,Mars,F/487/S,TRUE
25,FALSE,Mars,F/488/S,FALSE
25,FALSE,Earth,G/407/P,TRUE
24,FALSE,Mars,F/489/S,FALSE
69,FALSE,Mars,F/489/S,TRUE
20,FALSE,Europa,B/75/P,FALSE
18,FALSE,Europa,B/75/P,TRUE
28,FALSE,Earth,G/409/P,FALSE
23,FALSE,Earth,E/152/P,TRUE
24,FALSE,Mars,E/177/S,FALSE
44,FALSE,Europa,B/77/P,FALSE
29,FALSE,Mars,E/153/P,FALSE
6,FALSE,Europa,B/97/S,TRUE
42,FALSE,Europa,B/97/S,FALSE
78,FALSE,Earth,G/410/P,FALSE
36,FALSE,Earth,F/491/S,FALSE
37,FALSE,Europa,"",FALSE
41,FALSE,Europa,A/20/P,TRUE
18,FALSE,Earth,G/407/S,FALSE
62,FALSE,Mars,F/522/P,FALSE
0,FALSE,Mars,F/522/P,TRUE
55,FALSE,Mars,F/522/P,FALSE
16,FALSE,Earth,G/411/P,TRUE
32,FALSE,Earth,F/523/P,FALSE
19,FALSE,Earth,F/492/S,TRUE
7,FALSE,Earth,G/408/S,TRUE
4,FALSE,Earth,G/408/S,TRUE
30,FALSE,Europa,D/87/S,TRUE
24,FALSE,Europa,B/78/P,TRUE
34,FALSE,Europa,B/78/P,TRUE
30,FALSE,Europa,C/92/S,TRUE
3,FALSE,Mars,F/525/P,TRUE
32,FALSE,Mars,F/525/P,TRUE
55,FALSE,Mars,F/525/P,TRUE
0,FALSE,Mars,F/525/P,TRUE
51,FALSE,Europa,"",FALSE
0,FALSE,Earth,G/412/P,TRUE
21,FALSE,Earth,G/412/P,FALSE
2,FALSE,Earth,G/412/P,FALSE
19,FALSE,Earth,E/178/S,FALSE
24,FALSE,Mars,F/526/P,TRUE
20,FALSE,Mars,F/526/P,FALSE
42,FALSE,Europa,E/179/S,TRUE
17,FALSE,Mars,F/527/P,TRUE
32,FALSE,Mars,E/155/P,FALSE
28,FALSE,Earth,G/414/P,TRUE
21,FALSE,Europa,C/93/S,TRUE
56,TRUE,Europa,C/93/S,TRUE
28,FALSE,Europa,C/90/P,TRUE
42,FALSE,Earth,F/496/S,FALSE
18,FALSE,Earth,F/498/S,FALSE
24,FALSE,Earth,G/412/S,FALSE
20,FALSE,Earth,E/156/P,FALSE
22,FALSE,Earth,F/531/P,FALSE
22,FALSE,Earth,G/415/P,FALSE
21,FALSE,Earth,G/417/P,FALSE
28,FALSE,Earth,G/419/P,TRUE
26,FALSE,Europa,C/91/P,TRUE
50,FALSE,Europa,C/91/P,TRUE
26,FALSE,Europa,C/91/P,FALSE
30,TRUE,Europa,C/91/P,FALSE
29,FALSE,Europa,C/91/P,TRUE
8,FALSE,Earth,G/420/P,FALSE
45,FALSE,Earth,G/420/P,FALSE
35,FALSE,Earth,G/420/P,TRUE
18,FALSE,Earth,F/499/S,FALSE
23,FALSE,Earth,G/413/S,FALSE
29,TRUE,Mars,D/75/P,FALSE
18,FALSE,Mars,D/75/P,FALSE
28,FALSE,Earth,G/421/P,FALSE
34,FALSE,Europa,B/98/S,TRUE
0,FALSE,Mars,F/533/P,TRUE
4,FALSE,Mars,F/533/P,TRUE
28,FALSE,Mars,D/76/P,FALSE
8,FALSE,Mars,F/533/P,TRUE
20,FALSE,Mars,D/77/P,FALSE
20,FALSE,Mars,F/534/P,TRUE
25,FALSE,Mars,F/500/S,TRUE
31,FALSE,Earth,F/500/S,FALSE
37,FALSE,Mars,F/535/P,FALSE
21,FALSE,Earth,"",FALSE
24,FALSE,Mars,F/536/P,TRUE
34,FALSE,Mars,E/158/P,FALSE
0,FALSE,Mars,E/158/P,TRUE
25,FALSE,Mars,E/158/P,FALSE
43,FALSE,Mars,D/88/S,TRUE
0,FALSE,Earth,F/537/P,FALSE
45,FALSE,Earth,F/537/P,FALSE
63,FALSE,Europa,B/99/S,TRUE
17,FALSE,Europa,B/99/S,TRUE
35,FALSE,Europa,B/99/S,TRUE
12,FALSE,Europa,B/99/S,TRUE
27,FALSE,Earth,G/416/S,TRUE
17,FALSE,Earth,F/541/P,FALSE
32,FALSE,Earth,G/424/P,FALSE
23,FALSE,Europa,E/159/P,TRUE
17,FALSE,Earth,F/504/S,FALSE
34,FALSE,Earth,F/505/S,FALSE
15,FALSE,Earth,F/542/P,FALSE
14,FALSE,Earth,G/426/P,TRUE
22,FALSE,Earth,E/160/P,FALSE
19,FALSE,Earth,F/543/P,FALSE
40,FALSE,Earth,F/544/P,FALSE
25,FALSE,Europa,A/21/P,TRUE
51,FALSE,Europa,A/21/P,FALSE
22,FALSE,Earth,G/427/P,FALSE
50,FALSE,Mars,F/545/P,TRUE
26,FALSE,Earth,G/428/P,FALSE
39,FALSE,Mars,F/508/S,TRUE
18,FALSE,Mars,D/78/P,TRUE
22,FALSE,Earth,G/419/S,FALSE
26,FALSE,Earth,E/181/S,FALSE
19,FALSE,Earth,F/510/S,FALSE
16,FALSE,Earth,G/420/S,FALSE
24,FALSE,Earth,G/430/P,FALSE
34,FALSE,Earth,F/511/S,FALSE
55,FALSE,Europa,C/95/S,TRUE
42,FALSE,Europa,C/95/S,FALSE
14,FALSE,Europa,C/95/S,TRUE
28,FALSE,Europa,C/95/S,TRUE
26,FALSE,Europa,C/95/S,TRUE
33,FALSE,Europa,B/80/P,FALSE
24,FALSE,Earth,F/547/P,FALSE
23,FALSE,Earth,G/421/S,FALSE
16,FALSE,Mars,D/79/P,FALSE
36,FALSE,Earth,G/431/P,FALSE
44,FALSE,Europa,B/100/S,TRUE
22,FALSE,Earth,F/513/S,TRUE
30,FALSE,Earth,G/422/S,FALSE
20,FALSE,Earth,F/514/S,FALSE
21,FALSE,Earth,F/549/P,FALSE
14,FALSE,Mars,E/182/S,TRUE
27,FALSE,Earth,F/550/P,FALSE
19,FALSE,Earth,F/515/S,FALSE
21,FALSE,Earth,G/423/S,TRUE
2,FALSE,Mars,F/551/P,FALSE
13,FALSE,Earth,F/552/P,TRUE
71,FALSE,Mars,E/183/S,TRUE
28,FALSE,Mars,E/184/S,FALSE
18,FALSE,Mars,E/184/S,FALSE
23,FALSE,Earth,F/516/S,FALSE
34,FALSE,Earth,G/424/S,FALSE
20,FALSE,Earth,G/432/P,FALSE
17,FALSE,Earth,F/554/P,FALSE
21,FALSE,Earth,F/555/P,FALSE
33,FALSE,Europa,C/97/S,TRUE
34,FALSE,Europa,B/81/P,TRUE
51,FALSE,Europa,D/90/S,FALSE
21,FALSE,Earth,F/517/S,TRUE
0,FALSE,Earth,G/426/S,FALSE
31,FALSE,Earth,G/434/P,FALSE
36,FALSE,Europa,A/32/S,TRUE
39,FALSE,Europa,B/83/P,FALSE
26,FALSE,Earth,G/435/P,FALSE
51,FALSE,Earth,F/556/P,TRUE
24,FALSE,Europa,F/557/P,FALSE
27,FALSE,Earth,E/185/S,TRUE
31,FALSE,Earth,F/558/P,FALSE
24,FALSE,Earth,"",FALSE
57,FALSE,Europa,A/22/P,FALSE
36,TRUE,Europa,A/22/P,FALSE
55,FALSE,Europa,A/22/P,FALSE
24,FALSE,Europa,A/22/P,FALSE
18,FALSE,Mars,E/186/S,FALSE
27,FALSE,Mars,D/91/S,FALSE
50,FALSE,Europa,C/94/P,FALSE
24,FALSE,Earth,F/520/S,FALSE
20,FALSE,Earth,G/428/S,TRUE
24,FALSE,Earth,G/437/P,TRUE
18,FALSE,Earth,G/429/S,FALSE
44,FALSE,Earth,F/521/S,FALSE
27,FALSE,Europa,B/102/S,TRUE
58,FALSE,Europa,B/103/S,TRUE
29,FALSE,Europa,B/103/S,TRUE
23,FALSE,Earth,F/522/S,TRUE
3,FALSE,Mars,F/523/S,TRUE
0,FALSE,Mars,F/523/S,TRUE
33,FALSE,Mars,F/523/S,FALSE
12,FALSE,Mars,F/523/S,TRUE
44,FALSE,Europa,B/105/S,TRUE
20,FALSE,Earth,G/438/P,TRUE
59,FALSE,Earth,F/561/P,FALSE
18,FALSE,Earth,G/431/S,FALSE
72,FALSE,Europa,B/106/S,TRUE
23,FALSE,Earth,G/439/P,FALSE
11,FALSE,Earth,G/439/P,FALSE
1,FALSE,Earth,G/439/P,TRUE
25,FALSE,Earth,F/563/P,FALSE
25,FALSE,Mars,D/93/S,TRUE
24,FALSE,Europa,C/99/S,TRUE
54,FALSE,Europa,C/99/S,TRUE
17,FALSE,Mars,F/564/P,TRUE
48,FALSE,Mars,F/564/P,FALSE
40,FALSE,Earth,F/565/P,FALSE
2,FALSE,Earth,G/440/P,FALSE
32,FALSE,Earth,F/525/S,FALSE
15,FALSE,Earth,G/432/S,TRUE
52,FALSE,Mars,G/433/S,TRUE
16,FALSE,Earth,F/527/S,FALSE
16,FALSE,Earth,G/433/S,TRUE
16,FALSE,Earth,G/435/S,TRUE
6,FALSE,Earth,G/435/S,FALSE
10,FALSE,Mars,F/567/P,TRUE
27,TRUE,Mars,D/81/P,FALSE
45,FALSE,Europa,C/100/S,TRUE
26,FALSE,Europa,C/100/S,FALSE
29,FALSE,Mars,E/187/S,FALSE
38,FALSE,Earth,G/442/P,TRUE
19,FALSE,Earth,E/163/P,TRUE
43,FALSE,Mars,E/164/P,FALSE
15,FALSE,Earth,F/528/S,FALSE
31,FALSE,Mars,F/568/P,FALSE
52,FALSE,Mars,F/569/P,FALSE
49,FALSE,Mars,F/570/P,TRUE
29,FALSE,Earth,F/529/S,TRUE
18,FALSE,Earth,F/571/P,TRUE
41,FALSE,Mars,F/530/S,TRUE
9,FALSE,Earth,G/444/P,FALSE
0,FALSE,Earth,G/444/P,FALSE
58,FALSE,Earth,E/165/P,TRUE
39,FALSE,Earth,E/188/S,FALSE
13,FALSE,Earth,E/166/P,FALSE
36,FALSE,Europa,B/85/P,TRUE
23,FALSE,Mars,F/572/P,FALSE
24,FALSE,Earth,G/446/P,TRUE
33,FALSE,Earth,E/167/P,FALSE
18,FALSE,Earth,G/438/S,FALSE
2,FALSE,Earth,G/438/S,FALSE
0,FALSE,Earth,G/438/S,TRUE
36,FALSE,Earth,G/439/S,FALSE
15,FALSE,Earth,G/439/S,FALSE
31,FALSE,Earth,E/168/P,TRUE
42,FALSE,Earth,E/189/S,TRUE
27,FALSE,Mars,F/532/S,FALSE
36,FALSE,Earth,F/533/S,TRUE
0,FALSE,Earth,G/442/S,FALSE
3,FALSE,Earth,G/442/S,FALSE
22,FALSE,Earth,F/573/P,FALSE
56,FALSE,Earth,G/443/S,FALSE
23,FALSE,Earth,G/444/S,FALSE
25,FALSE,Mars,D/94/S,FALSE
29,FALSE,Earth,F/575/P,FALSE
17,FALSE,Earth,F/575/P,FALSE
13,FALSE,Earth,F/575/P,FALSE
35,FALSE,Mars,D/82/P,TRUE
53,FALSE,Mars,F/576/P,TRUE
24,FALSE,Earth,F/578/P,FALSE
38,FALSE,Earth,G/447/P,FALSE
21,FALSE,Europa,D/83/P,TRUE
29,FALSE,Europa,D/83/P,FALSE
46,FALSE,Earth,G/448/P,TRUE
58,FALSE,Europa,C/102/S,TRUE
53,FALSE,Earth,E/190/S,TRUE
21,FALSE,Earth,F/535/S,FALSE
27,FALSE,Earth,G/449/P,FALSE
31,FALSE,Earth,G/450/P,FALSE
23,FALSE,Europa,B/86/P,TRUE
41,FALSE,Europa,B/86/P,FALSE
29,FALSE,Europa,B/86/P,FALSE
54,FALSE,Europa,B/86/P,FALSE
43,FALSE,Europa,B/86/P,TRUE
36,FALSE,Earth,G/446/S,TRUE
48,FALSE,Earth,E/169/P,TRUE
34,FALSE,Europa,C/103/S,TRUE
42,FALSE,Europa,C/103/S,FALSE
17,FALSE,Earth,F/536/S,FALSE
22,FALSE,Earth,F/580/P,FALSE
37,FALSE,Europa,A/23/P,FALSE
38,FALSE,Europa,A/23/P,TRUE
21,FALSE,Earth,G/447/S,FALSE
23,FALSE,Earth,G/447/S,TRUE
27,FALSE,Europa,B/87/P,FALSE
23,FALSE,Earth,F/581/P,TRUE
19,FALSE,Earth,F/582/P,FALSE
28,FALSE,Mars,D/95/S,FALSE
33,FALSE,Earth,E/171/P,FALSE
24,FALSE,Earth,G/452/P,FALSE
0,FALSE,Earth,G/452/P,TRUE
41,FALSE,Earth,G/453/P,TRUE
19,FALSE,Earth,G/454/P,FALSE
44,FALSE,Earth,F/537/S,FALSE
43,FALSE,Mars,F/538/S,TRUE
14,FALSE,Earth,G/449/S,TRUE
18,FALSE,Earth,G/455/P,TRUE
25,FALSE,Europa,F/584/P,FALSE
0,FALSE,Mars,F/585/P,TRUE
4,FALSE,Mars,F/585/P,TRUE
24,FALSE,Mars,F/585/P,TRUE
38,FALSE,Earth,F/586/P,FALSE
44,FALSE,Earth,G/457/P,TRUE
57,FALSE,Earth,G/458/P,TRUE
3,FALSE,Earth,G/450/S,TRUE
5,FALSE,Earth,G/450/S,FALSE
3,FALSE,Earth,G/450/S,TRUE
18,FALSE,Earth,G/450/S,TRUE
8,FALSE,Mars,G/450/S,FALSE
21,FALSE,Mars,F/587/P,TRUE
35,FALSE,Europa,C/104/S,TRUE
47,FALSE,Mars,F/539/S,TRUE
28,FALSE,Europa,C/96/P,FALSE
49,FALSE,Europa,C/96/P,FALSE
23,FALSE,Europa,D/86/P,TRUE
19,FALSE,Europa,D/86/P,FALSE
34,FALSE,Earth,E/173/P,FALSE
40,TRUE,Europa,C/105/S,TRUE
26,TRUE,Europa,A/24/P,FALSE
23,FALSE,Earth,F/588/P,FALSE
22,FALSE,Mars,E/174/P,FALSE
51,FALSE,Europa,C/107/S,TRUE
44,FALSE,Earth,F/540/S,FALSE
50,FALSE,Mars,E/175/P,FALSE
28,FALSE,Earth,G/452/S,TRUE
13,FALSE,Earth,G/464/P,TRUE
21,FALSE,Earth,G/465/P,FALSE
20,FALSE,Earth,F/544/S,TRUE
14,FALSE,Earth,F/591/P,FALSE
38,FALSE,Europa,C/108/S,FALSE
29,FALSE,Earth,F/545/S,FALSE
36,FALSE,Europa,C/109/S,TRUE
16,FALSE,Europa,C/109/S,TRUE
40,FALSE,Europa,C/109/S,TRUE
48,FALSE,Europa,C/98/P,TRUE
18,FALSE,Earth,F/546/S,TRUE
17,FALSE,Earth,F/547/S,TRUE
32,FALSE,Mars,E/193/S,TRUE
27,FALSE,Earth,G/466/P,FALSE
34,FALSE,Mars,D/88/P,FALSE
53,FALSE,Mars,D/88/P,TRUE
36,TRUE,Europa,C/110/S,TRUE
41,FALSE,Mars,D/89/P,FALSE
51,FALSE,Mars,E/176/P,FALSE
61,FALSE,Earth,G/467/P,TRUE
59,FALSE,Earth,G/454/S,TRUE
17,FALSE,Europa,B/88/P,TRUE
27,FALSE,Europa,B/88/P,TRUE
57,FALSE,Earth,G/455/S,TRUE
39,FALSE,Mars,E/194/S,FALSE
55,FALSE,Europa,B/107/S,TRUE
42,FALSE,Earth,G/456/S,FALSE
36,FALSE,Earth,F/592/P,FALSE
42,FALSE,Mars,F/593/P,TRUE
32,FALSE,Earth,G/468/P,FALSE
6,FALSE,Earth,G/457/S,FALSE
15,FALSE,Earth,G/458/S,FALSE
28,FALSE,Earth,F/595/P,TRUE
37,FALSE,Mars,D/90/P,FALSE
44,FALSE,Earth,G/459/S,FALSE
71,TRUE,Mars,F/597/P,FALSE
44,FALSE,Europa,B/89/P,FALSE
36,FALSE,Europa,B/89/P,TRUE
18,FALSE,Earth,G/460/S,FALSE
3,FALSE,Earth,G/469/P,TRUE
12,FALSE,Earth,G/469/P,FALSE
0,FALSE,Earth,G/469/P,TRUE
29,FALSE,Earth,F/598/P,FALSE
9,FALSE,Earth,G/469/P,FALSE
27,FALSE,Earth,G/470/P,FALSE
24,FALSE,Earth,F/599/P,FALSE
38,FALSE,Earth,G/461/S,TRUE
28,FALSE,Mars,F/600/P,FALSE
26,FALSE,Mars,"",TRUE
16,FALSE,Earth,F/601/P,FALSE
24,FALSE,Earth,F/601/P,TRUE
33,FALSE,Earth,G/471/P,FALSE
24,FALSE,Earth,G/462/S,FALSE
29,FALSE,Earth,G/463/S,FALSE
25,FALSE,Earth,F/552/S,TRUE
0,FALSE,Earth,G/464/S,FALSE
13,FALSE,Europa,F/553/S,FALSE
7,FALSE,Earth,G/473/P,FALSE
32,FALSE,Earth,F/602/P,FALSE
34,FALSE,Mars,E/178/P,FALSE
49,FALSE,Mars,F/603/P,FALSE
43,FALSE,Mars,D/96/S,TRUE
0,FALSE,Mars,F/555/S,TRUE
6,FALSE,Mars,F/555/S,TRUE
23,FALSE,Earth,F/606/P,TRUE
43,FALSE,Mars,F/609/P,TRUE
23,FALSE,Mars,F/609/P,TRUE
43,FALSE,Mars,"",FALSE
41,FALSE,Mars,F/611/P,TRUE
54,TRUE,Europa,B/92/P,FALSE
51,FALSE,Europa,B/92/P,TRUE
44,FALSE,Europa,B/92/P,TRUE
48,FALSE,Earth,G/467/S,TRUE
45,FALSE,Earth,G/474/P,FALSE
20,FALSE,Earth,F/557/S,FALSE
33,FALSE,Europa,T/2/P,FALSE
21,FALSE,Earth,G/468/S,FALSE
68,FALSE,Europa,C/100/P,TRUE
23,FALSE,Earth,F/615/P,TRUE
16,FALSE,Earth,G/477/P,FALSE
35,FALSE,Earth,F/558/S,FALSE
22,FALSE,Earth,G/478/P,FALSE
51,FALSE,Earth,F/559/S,FALSE
2,FALSE,Earth,G/469/S,FALSE
29,FALSE,Earth,G/469/S,FALSE
0,FALSE,Earth,G/469/S,TRUE
39,FALSE,Earth,G/479/P,TRUE
55,FALSE,Europa,C/112/S,TRUE
22,FALSE,Earth,G/482/P,FALSE
20,FALSE,Earth,F/617/P,FALSE
25,FALSE,Earth,E/179/P,TRUE
18,FALSE,Earth,F/619/P,TRUE
28,FALSE,Earth,G/470/S,FALSE
26,FALSE,Earth,F/561/S,FALSE
28,FALSE,Earth,F/620/P,FALSE
54,FALSE,Earth,F/562/S,FALSE
56,FALSE,Earth,F/621/P,FALSE
25,FALSE,Mars,E/180/P,FALSE
26,FALSE,Europa,A/35/S,FALSE
14,FALSE,Earth,F/622/P,FALSE
21,FALSE,Earth,E/181/P,TRUE
43,FALSE,Earth,G/485/P,TRUE
37,FALSE,Earth,G/486/P,FALSE
17,FALSE,Earth,"",FALSE
38,FALSE,Europa,T/3/P,TRUE
14,FALSE,Earth,E/182/P,TRUE
20,FALSE,Earth,F/564/S,FALSE
33,FALSE,Europa,B/93/P,FALSE
33,FALSE,Europa,B/111/S,TRUE
13,FALSE,Earth,E/183/P,TRUE
37,FALSE,Europa,D/97/S,FALSE
15,FALSE,Mars,E/197/S,FALSE
33,FALSE,Europa,A/36/S,FALSE
24,FALSE,Earth,G/472/S,TRUE
49,FALSE,Mars,F/570/S,FALSE
24,FALSE,Earth,F/571/S,FALSE
24,FALSE,Earth,E/198/S,FALSE
26,FALSE,Europa,B/94/P,TRUE
40,FALSE,Europa,B/94/P,TRUE
31,FALSE,Earth,F/626/P,FALSE
47,FALSE,Europa,C/113/S,TRUE
19,FALSE,Earth,F/627/P,FALSE
38,TRUE,Europa,C/101/P,FALSE
33,FALSE,Europa,C/101/P,TRUE
45,FALSE,Europa,C/114/S,TRUE
1,FALSE,Earth,G/473/S,TRUE
32,FALSE,Earth,F/572/S,FALSE
70,FALSE,Mars,F/573/S,TRUE
19,FALSE,Earth,G/474/S,FALSE
55,FALSE,Mars,E/185/P,TRUE
48,FALSE,Europa,B/96/P,FALSE
66,FALSE,Earth,G/475/S,FALSE
13,FALSE,Mars,F/629/P,FALSE
40,FALSE,Europa,C/115/S,FALSE
35,FALSE,Earth,E/199/S,TRUE
32,FALSE,Earth,F/630/P,FALSE
51,FALSE,Mars,E/187/P,FALSE
37,FALSE,Europa,B/112/S,FALSE
31,FALSE,Earth,G/476/S,FALSE
37,FALSE,Earth,F/574/S,FALSE
38,FALSE,Europa,C/102/P,FALSE
19,FALSE,Europa,C/102/P,FALSE
33,FALSE,Mars,F/631/P,TRUE
19,FALSE,Earth,F/632/P,TRUE
31,FALSE,Earth,G/477/S,TRUE
43,FALSE,Earth,G/477/S,FALSE
22,FALSE,Earth,G/492/P,FALSE
24,FALSE,Earth,G/493/P,FALSE
21,FALSE,Europa,C/103/P,FALSE
14,FALSE,Europa,C/103/P,TRUE
30,FALSE,Europa,B/97/P,TRUE
22,FALSE,Europa,B/97/P,TRUE
11,FALSE,Earth,G/478/S,FALSE
4,FALSE,Earth,G/478/S,FALSE
0,FALSE,Earth,G/478/S,FALSE
30,FALSE,Earth,F/575/S,FALSE
21,FALSE,Earth,G/479/S,FALSE
40,FALSE,Europa,"",FALSE
57,FALSE,Earth,F/634/P,FALSE
35,FALSE,Mars,F/576/S,FALSE
32,FALSE,Europa,A/37/S,FALSE
32,FALSE,Mars,F/577/S,FALSE
30,FALSE,Earth,F/578/S,FALSE
69,FALSE,Earth,F/636/P,FALSE
21,FALSE,Earth,G/480/S,FALSE
17,FALSE,Mars,E/190/P,TRUE
16,FALSE,Mars,E/190/P,FALSE
25,FALSE,Mars,E/200/S,FALSE
25,FALSE,Europa,E/191/P,TRUE
52,FALSE,Europa,"",FALSE
13,FALSE,Earth,F/579/S,FALSE
37,FALSE,Earth,F/637/P,FALSE
13,FALSE,Mars,F/581/S,FALSE
45,FALSE,Mars,D/98/S,FALSE
55,FALSE,Mars,E/201/S,FALSE
22,FALSE,Earth,F/638/P,FALSE
39,FALSE,Earth,G/498/P,FALSE
35,FALSE,Mars,D/99/S,FALSE
19,FALSE,Earth,G/499/P,TRUE
7,FALSE,Earth,G/499/P,TRUE
19,FALSE,Earth,E/192/P,FALSE
21,FALSE,Earth,G/482/S,TRUE
37,FALSE,Europa,D/94/P,TRUE
35,FALSE,Earth,E/193/P,FALSE
22,FALSE,Earth,G/483/S,TRUE
62,FALSE,Earth,G/500/P,FALSE
41,FALSE,Earth,G/501/P,TRUE
16,FALSE,Europa,B/113/S,TRUE
26,FALSE,Europa,B/113/S,FALSE
36,FALSE,Mars,F/640/P,TRUE
27,FALSE,Earth,G/502/P,TRUE
22,FALSE,Earth,F/642/P,FALSE
40,FALSE,Earth,F/584/S,FALSE
50,FALSE,Europa,C/118/S,TRUE
57,FALSE,Europa,C/118/S,TRUE
15,FALSE,Earth,G/503/P,TRUE
23,FALSE,Europa,D/100/S,FALSE
60,FALSE,Mars,D/101/S,TRUE
73,FALSE,Earth,G/504/P,FALSE
35,FALSE,Earth,G/505/P,TRUE
28,FALSE,Europa,A/25/P,FALSE
27,TRUE,Europa,B/115/S,TRUE
14,FALSE,Europa,"",FALSE
26,FALSE,Europa,D/102/S,TRUE
22,FALSE,Earth,G/506/P,FALSE
22,FALSE,Mars,E/194/P,TRUE
71,FALSE,Mars,F/585/S,FALSE
25,FALSE,Mars,D/103/S,TRUE
27,FALSE,Mars,E/203/S,TRUE
1,FALSE,Earth,G/485/S,FALSE
52,FALSE,Earth,F/586/S,TRUE
0,FALSE,Earth,G/485/S,TRUE
30,FALSE,Europa,B/101/P,TRUE
52,TRUE,Europa,B/102/P,FALSE
12,FALSE,Earth,G/507/P,TRUE
22,FALSE,Earth,G/507/P,TRUE
24,FALSE,Earth,G/509/P,TRUE
22,FALSE,Mars,D/95/P,FALSE
15,FALSE,Earth,G/488/S,FALSE
21,FALSE,Mars,D/96/P,TRUE
56,FALSE,Mars,D/96/P,TRUE
50,FALSE,Mars,D/97/P,FALSE
20,FALSE,Earth,F/645/P,FALSE
32,FALSE,Earth,F/646/P,FALSE
28,FALSE,Earth,G/510/P,FALSE
74,FALSE,Earth,G/490/S,FALSE
25,FALSE,Mars,E/204/S,TRUE
31,FALSE,Mars,E/204/S,FALSE
6,FALSE,Earth,G/491/S,TRUE
17,FALSE,Earth,G/511/P,TRUE
12,FALSE,Mars,F/648/P,TRUE
47,FALSE,Mars,F/648/P,TRUE
46,FALSE,Mars,F/648/P,TRUE
31,FALSE,Europa,B/116/S,TRUE
36,FALSE,Europa,B/116/S,TRUE
15,FALSE,Earth,G/512/P,FALSE
38,FALSE,Mars,F/588/S,FALSE
48,FALSE,Earth,G/492/S,TRUE
21,FALSE,Earth,G/492/S,TRUE
4,FALSE,Earth,G/492/S,TRUE
31,FALSE,Mars,F/649/P,TRUE
31,FALSE,Earth,G/513/P,FALSE
62,TRUE,Europa,C/119/S,TRUE
29,FALSE,Earth,G/514/P,TRUE
30,FALSE,Earth,"",FALSE
26,FALSE,Mars,E/206/S,FALSE
43,FALSE,Mars,F/591/S,FALSE
32,FALSE,Mars,F/591/S,FALSE
24,FALSE,Mars,F/592/S,TRUE
49,FALSE,Mars,F/652/P,TRUE
21,FALSE,Earth,F/594/S,TRUE
18,FALSE,Earth,G/494/S,TRUE
18,FALSE,Earth,G/494/S,TRUE
14,FALSE,Earth,G/496/S,FALSE
21,FALSE,Mars,D/100/P,FALSE
25,FALSE,Mars,F/654/P,TRUE
